Index,Date,City,Cause of Death,Country
9673,10/15/2012,Zhanghua City -  Changhua - Taiwan,Vehicle Accident,Taiwan
9674,12/8/2012,Yilan City - Taiwan,Suicide,Taiwan
9675,3/18/2013,New Taipei City -  Taiwan,Other Accident,Taiwan
9676,3/19/2013,Taichung City - Taiwan,Train Accident,Taiwan
9677,4/2/2013,Green Island -  Taitung County -  Taiwan,Vehicle Accident,Taiwan
9678,6/12/2013,Kaohsiung -  Taiwan,Vehicle Accident,Taiwan
9679,10/15/2013,At sea North Latitude 24° 56' -  East Longitude122° 03',Drowning,Taiwan
9680,10/26/2013,Wanli -  New Taipei City -  Taiwan,Drowning,Taiwan
9681,4/24/2014,Yuenli Town - Miaoli,Vehicle Accident,Taiwan
9682,7/12/2014,Taipei,Other Accident,Taiwan
9683,8/18/2014,Taoyuan,Suicide,Taiwan
9684,8/23/2014,New Taipei,Other Accident,Taiwan
9685,10/11/2014, Wenshan District - Taipei,Vehicle Accident,Taiwan
9686,2/4/2015,Nangang District -  Taipei,Air Accident,Taiwan
9687,4/15/2015,Jiaoxi Village -  Yilan,Vehicle Accident,Taiwan
9688,4/27/2015,Dali District -  Taichung,Vehicle Accident,Taiwan
9689,7/2/2015,Taoyuan,Vehicle Accident,Taiwan
9690,7/6/2015,Taipei City,Suicide,Taiwan
9691,8/4/2015,Magong - Penghu,Suicide,Taiwan
9692,8/15/2015,Zhubei - Hsinchu,Vehicle Accident,Taiwan
9693,9/13/2015,Tainan,Other Accident,Taiwan
9694,9/26/2015,Tainan,Vehicle Accident,Taiwan
9695,10/15/2015,Taoyuan,Suicide,Taiwan
9696,11/13/2015,Taipei,Suicide,Taiwan
9697,11/29/2015,New Taipei,Suicide,Taiwan
9698,1/16/2016,Hsinchu,Suicide,Taiwan
9699,1/30/2016,Hsinchu,Vehicle Accident,Taiwan
9700,4/12/2016,Changhua,Vehicle Accident,Taiwan
9701,7/10/2016,Da'an District - Taipei,Vehicle Accident,Taiwan
9702,8/26/2016,Zhongshan District -  Taipei,Other Accident,Taiwan
9703,10/19/2016,Zuoying Dist. -  Kaohsiung,Suicide,Taiwan
9704,11/2/2016,Yonghe District -  New Taipei,Suicide,Taiwan
9705,12/29/2016,Linkou Dist -  New Taipei,Suicide,Taiwan
9706,5/8/2017,Taoyuan,Other Accident,Taiwan
9707,6/8/2017,Taipei,Suicide,Taiwan
9708,6/16/2017,Taipei,Other Accident,Taiwan
9709,7/15/2017,Taichung City,Vehicle Accident,Taiwan
9710,8/12/2017,Tainan City,Vehicle Accident,Taiwan
9711,11/15/2017,Taichung City,Drowning,Taiwan
9712,12/1/2017,Hualien City -  Hulien County,Other Accident,Taiwan
9713,1/10/2018,Magong City -  Penghu,Vehicle Accident,Taiwan
9714,2/13/2018,Zhubei -  Hsinchu,Suicide,Taiwan
9715,3/18/2018,Tamsui -  New Taipei,Suicide,Taiwan
9716,4/16/2018,Tainan Special Municipality,Vehicle Accident,Taiwan
9717,6/7/2018,Taichung Special Municipality,Other Accident,Taiwan
9718,10/19/2004,Near Oldonyosambu Village -  Tanzania,Vehicle Accident,Tanzania
9719,10/19/2004,Near Oldonyosambu Village -  Tanzania,Vehicle Accident,Tanzania
9720,10/22/2004,Dar Es Salaam -  Tanzania,Homicide,Tanzania
9721,3/2/2005,Lake Tanganyika Near Kipili Village -  Sumbawanga -  Tanzania,Drowning,Tanzania
9722,6/21/2005,Zanzibar -  Tanzania,Drug Related,Tanzania
9723,1/4/2006,Mount Kilimanjaro -  Tanzania,Disaster,Tanzania
9724,3/2/2007,Kinondoni -  Dar Es Salaam  -  Tanzania,Drowning,Tanzania
9725,7/26/2009,Korogwe - Tanga -  Tanzania,Vehicle Accident,Tanzania
9726,9/22/2009,Mbuji Litembo - Mbinga - Ruvuma -  Tanzania,Other Accident,Tanzania
9727,9/29/2010,Serengeti -  Tanzania,Air Accident,Tanzania
9728,10/7/2010,Dar Es Salaam -  Tanzania,Homicide,Tanzania
9729,8/6/2012,Kibaya -  Tanzania,Vehicle Accident,Tanzania
9730,9/13/2012,Arusha -  Tanzania,Drug Related,Tanzania
9731,3/29/2013,Dar Es Salaam -  Tanzania,Other Accident,Tanzania
9732,5/1/2013,Dar Es Salaam -  Tanzania,Vehicle Accident,Tanzania
9733,8/31/2013,Manyara -  Arusha -  Tanzania,Other Accident,Tanzania
9734,10/11/2013,Arusha -  Tanzania,Vehicle Accident,Tanzania
9735,4/1/2015,Dar Es Salaam,Drug Related,Tanzania
9736,5/24/2015,Mbeya,Vehicle Accident,Tanzania
9737,9/12/2015,Moshi-Kilimanjaro,Other Accident,Tanzania
9738,10/3/2015,Dar Es Salaam,Homicide,Tanzania
9739,2/19/2016,Hai-Kilimanjaro,Drowning,Tanzania
9740,2/22/2016,Kilimanjaro,Other Accident,Tanzania
9741,8/5/2017,Arusha,Other Accident,Tanzania
9742,8/19/2017,Dar Es Salaam,Vehicle Accident,Tanzania
9743,11/11/2017,Zanzibar,Drowning,Tanzania
9744,10/6/2002,Ban Mor -  Muang -  Petchaburi -  Thailand,Vehicle Accident,Thailand
9745,10/11/2002,Petchkasem Road -  Ban Namjan Krabi Noi -  Muang -  Krabi -  Thailand,Vehicle Accident,Thailand
9746,11/2/2002,Bang Phli -  Sumut Prakan -  Thailand,Other Accident,Thailand
9747,11/8/2002,Dusit -  Bangkok -  Thailand,Suicide,Thailand
9748,11/23/2002,Banglamung -  Chonburi -  Thailand,Suicide,Thailand
9749,11/23/2002,Taling Ngam -  Koh Samui -  Surat Thani -  Thailand,Vehicle Accident,Thailand
9750,12/31/2002,Muang -  Krabi -  Thailand,Vehicle Accident,Thailand
9751,12/31/2002,Muang -  Krabi -  Thailand,Vehicle Accident,Thailand
9752,1/10/2003,Mueng -  Udornthani -  Thailand,Other Accident,Thailand
9753,1/15/2003,Phra Nakhon -  Bangkok -  Thailand,Drug Related,Thailand
9754,3/8/2003,Banglamung -  Chonburi -  Thailand,Suicide,Thailand
9755,3/10/2003,Banglamung -  Chonburi -  Thailand,Other Accident,Thailand
9756,3/11/2003,Banglamung -  Chonburi -  Thailand,Suicide,Thailand
9757,3/19/2003,Nong Prue -  Bang Lamung -  Chonburi -  Thailand,Homicide,Thailand
9758,3/21/2003,Road In Soi Photisan -  Moo 5 -  Na Klua -  Banglamung -  Chonburi -  Thailand,Vehicle Accident,Thailand
9759,3/26/2003,On Chiang Mai - Lamphun Road -  A. Sarapee -  Chiang Mai -  Thailand,Vehicle Accident,Thailand
9760,4/7/2003,Hasadisewee Road -  A. Muang -  Chiang Mai -  Thailand,Vehicle Accident,Thailand
9761,5/8/2003,Chonburi -  Thailand,Vehicle Accident,Thailand
9762,6/6/2003,Sai Rop Ko Road -  Bor Phut -  Ko Samui -  Surat Thani -  Thailand,Vehicle Accident,Thailand
9763,7/16/2003,Chiang Mai -  Thailand,Vehicle Accident,Thailand
9764,7/20/2003,Banglamung -  Chonburi -  Thailand,Suicide,Thailand
9765,9/24/2003,Banglamung -  Chonburi -  Thailand,Suicide,Thailand
9766,11/17/2003,Chiang Mai -  Thailand,Vehicle Accident,Thailand
9767,12/11/2003,Bangkok -  Thailand,Suicide,Thailand
9768,12/18/2003,Phitsanulok -  Thailand,Vehicle Accident,Thailand
9769,12/25/2003,Bang Rak -  Bangkok -  Thailand,Drug Related,Thailand
9770,12/28/2003,Patumwan -  Bangkok -  Thailand,Homicide,Thailand
9771,12/31/2003,Ang Thong -  Koh Samui -  Surat Thani -  Thailand,Drowning,Thailand
9772,1/11/2004,In Front Of Yakult Co. -  Ltd. -  Vibhavadi Rangsit Road -  Chatuchak -  Bangkok -  Thailand,Vehicle Accident,Thailand
9773,1/12/2004,A. Mae Rim -  Chiang Mai -  Thailand,Other Accident,Thailand
9774,1/14/2004,Soi Sukhumvit 105 -  Bang Na -  Bangkok -  Thailand,Vehicle Accident,Thailand
9775,3/5/2004,Mueng -  Ranong -  Thailand,Drowning,Thailand
9776,3/16/2004,Nai Muang -  Muang -  Surin -  Thailand,Vehicle Accident,Thailand
9777,4/4/2004,Bangkok -  Thailand,Suicide,Thailand
9778,4/4/2004,Bangkok -  Thailand,Suicide,Thailand
9779,4/11/2004,Bangkok -  Thailand,Suicide,Thailand
9780,4/24/2004,404/67 Moo 9 -  Nong Prue -  Banglamung -  Chonburi -  Thailand,Other Accident,Thailand
9781,5/14/2004,Chiang Mai -  Thailand,Homicide,Thailand
9782,5/27/2004,Na Klua -  Banglamung -  Chonburi -  Thailand,Vehicle Accident,Thailand
9783,6/1/2004,Muang -  Phuket -  Thailand,Drowning,Thailand
9784,6/12/2004,Chang Phuak -  Chiang Mai -  Thailand,Drug Related,Thailand
9785,6/19/2004,Khlong Phlu Waterfall -  Moo 4 -  Koh Chang -  Koh Chang -  Trat -  Thailand,Drowning,Thailand
9786,7/3/2004,57 Patong Subdistrict -  Katu -  Phuket -  Thailand,Drowning,Thailand
9787,7/13/2004,Patong -  Katu -  Phuket -  Thailand,Suicide,Thailand
9788,7/19/2004,Pattaya -  Thailand,Suicide,Thailand
9789,8/2/2004,Ratchmanka Road -  A. Maung -  Chiang Mai -  Thailand,Drug Related,Thailand
9790,8/11/2004,Nang Yuan Resort Island -  Koh Pangan District -  Surathani Province -  Thailand,Drowning,Thailand
9791,9/18/2004,Meechai -  Muang -  Nong Khai -  Thailand,Homicide,Thailand
9792,9/23/2004,Sai Rob Koh Road -  Mae Nam -  Koh Samui -  Surathani -  Thailand,Vehicle Accident,Thailand
9793,10/5/2004,Phra Baramee Road -  Patong -  Katu -  Phuket -  Thailand,Vehicle Accident,Thailand
9794,10/9/2004,Nong Prue -  Bang Lamung -  Chonburi -  Thailand,Suicide,Thailand
9795,11/6/2004,Rong Muang -  Pathumwan -  Bangkok,Homicide,Thailand
9796,11/23/2004,Village No. 5 -  Chalong Subdistrict -  Mugng Phuket District -  Phuket Province,Vehicle Accident,Thailand
9797,11/29/2004,Sai Ormkhao Road -  Nong Prue -  Bang Lamung -  Chonburi -  Thailand,Vehicle Accident,Thailand
9798,12/13/2004,Bangkok -  Thailand,Suicide,Thailand
9799,12/23/2004,Bang Lamung -  Chonburi -  Thailand,Suicide,Thailand
9800,12/26/2004,Bangtao Beach -  Cheangthalay -  Thalang -  Phuket -  Thailand,Disaster,Thailand
9801,12/26/2004,Khao Lak -  Khuk Khak Subdistrict -  Takuapa District -  Pangnga Province -  Thailand,Disaster,Thailand
9802,12/26/2004,Khao Lak -  Khuk Khak Subdistrict -  Takuapa District -  Pangnga Province -  Thailand,Disaster,Thailand
9803,12/26/2004,Khao Lak -  Khuk Khak Subdistrict -  Takuapa District -  Pangnga Province -  Thailand,Disaster,Thailand
9804,12/26/2004,Khao Lak -  Khuk Khak Subdistrict -  Takuapa District -  Pangnga Province -  Thailand,Disaster,Thailand
9805,12/26/2004,Khao Lak -  Khuk Khak Subdistrict -  Takuapa District -  Pangnga Province -  Thailand,Disaster,Thailand
9806,12/26/2004,Khao Lak -  Khuk Khak Subdistrict -  Takuapa District -  Pangnga Province -  Thailand,Disaster,Thailand
9807,12/26/2004,Khao Lak -  Khuk Khak Subdistrict -  Takuapa District -  Pangnga Province -  Thailand,Disaster,Thailand
9808,12/26/2004,Koh Phi Phi -  Ao Nang Sub-district -  Muang District -  Krabi Province -  Thailand,Disaster,Thailand
9809,12/26/2004,Koh Phi Phi -  Ao Nang Sub-district -  Muang District -  Krabi Province -  Thailand,Disaster,Thailand
9810,12/26/2004,Pangna Province -  Thailand,Disaster,Thailand
9811,12/26/2004,Phi Phi Island -  Ao Nang -  Muang -  Krabi -  Thailand,Disaster,Thailand
9812,12/26/2004,Phi Phi Island -  Moo 7 -  Ao Nang Sub-district -  Muang District -  Krabi Province -  Thailand,Disaster,Thailand
9813,12/26/2004,Phuket -  Thailand,Disaster,Thailand
9814,12/26/2004,Phuket -  Thailand,Disaster,Thailand
9815,12/26/2004,Phuket -  Thailand,Disaster,Thailand
9816,12/26/2004,Thailand,Disaster,Thailand
9817,12/26/2004,Thailand,Disaster,Thailand
9818,12/26/2004,Thailand,Disaster,Thailand
9819,12/26/2004,Thailand,Disaster,Thailand
9820,12/28/2004,Had Yai District -  Songkhla Province -  Thailand,Disaster,Thailand
9821,12/28/2004,Had Yai District -  Songkhla Province -  Thailand,Disaster,Thailand
9822,1/15/2005,Nai Muang -  Muang -  Nakhon Ratchasima -  Thailand,Drug Related,Thailand
9823,1/16/2005,68/3 Moo 2 -  Baan Suan -  Muang -  Chonburi -  Thailand,Vehicle Accident,Thailand
9824,1/25/2005,Gulf Of Thailand -  Bo Phud Sub-district -  Koh Samui District -  Surat Thani Province -  Thailand,Maritime Accident,Thailand
9825,1/25/2005,Gulf Of Thailand -  Bo Phud Sub-district -  Koh Samui District -  Surat Thani Province -  Thailand,Maritime Accident,Thailand
9826,1/25/2005,Gulf Of Thailand -  Bo Phud Sub-district -  Koh Samui District -  Surat Thani Province -  Thailand,Maritime Accident,Thailand
9827,2/10/2005,Chiang Mai -  Thailand,Other Accident,Thailand
9828,3/3/2005,Bangkok -  Thailand,Drowning,Thailand
9829,3/12/2005,681 Samsen Road -  Dusit -  Bangkok -  Thailand,Vehicle Accident,Thailand
9830,3/14/2005,Bang Lamung -  Chonburi -  Thailand,Drowning,Thailand
9831,4/6/2005,Phuket -  Thailand,Vehicle Accident,Thailand
9832,4/22/2005,Mittrapap Road -  Pak Chong -  Nakorn Ratchasima -  Thailand,Vehicle Accident,Thailand
9833,4/25/2005,Bangkok -  Thailand,Suicide,Thailand
9834,5/25/2005,Krasang District -  Buriram Province -  Thailand,Homicide,Thailand
9835,7/11/2005,Bang Lamung -  Chonburi -  Thailand,Suicide,Thailand
9836,7/24/2005,Buntharik Hospital -  200 Moo 1 -  Phonngam -  Buntharik -  Ubon Ratchathani -  Thailand,Vehicle Accident,Thailand
9837,8/8/2005,8/1 Loi Khroh Rd. -  Changlkan -  Chiang Mai -  Thailand,Drug Related,Thailand
9838,9/23/2005,116 Moo 6 -  Patan Mueang -  Lopburi -  Thailand,Vehicle Accident,Thailand
9839,9/23/2005,116 Moo 8 -  Patan Mueang -  Lopburi -  Thailand,Vehicle Accident,Thailand
9840,10/3/2005,31-33 Thapae Rd. Soi 3 Muang -  Chiang Mai -  Thailand,Drug Related,Thailand
9841,10/4/2005,Industrial Estate -  Moo 5 -  Tungsukhla -  Sriracha -  Chonburi -  Thailand,Vehicle Accident,Thailand
9842,10/19/2005,Rasada Road -  Tap Tieng -  Muang District -  Trang Province -  Thailand,Vehicle Accident,Thailand
9843,11/17/2005,Muang -  Nong Khai -  Thailand,Homicide,Thailand
9844,12/27/2005,Ramkhamhaeng Rd. -  Min Buri -  Bangkok -  Thailand,Vehicle Accident,Thailand
9845,1/1/2006,Chiang Rai -  Chiang Rai -  Thailand,Other Accident,Thailand
9846,1/2/2006,Pahya Thai -  Bangkok -  Thai,Suicide,Thailand
9847,1/9/2006,Din Daeng -  Bangkok -  Thailand,Other Accident,Thailand
9848,1/17/2006,Nong Prue -  Banglamung Chon Buri,Suicide,Thailand
9849,1/18/2006,Hat Kham -  Muang -  Nongkhai -  Thailand,Homicide,Thailand
9850,4/23/2006,Bangkok -  Thailand,Homicide,Thailand
9851,5/17/2006,Soi Ngam Du Plee -  Thung Maha Mek -  Sathon -  Bangkok -  Thailand,Suicide,Thailand
9852,5/28/2006,Chiang Mai -  Thailand,Vehicle Accident,Thailand
9853,5/30/2006,Chonburi -  Thailand,Drug Related,Thailand
9854,6/11/2006,Bang Lamung -  Chonburi -  Thailand,Vehicle Accident,Thailand
9855,6/24/2006,Phuket -  Thailand,Drowning,Thailand
9856,7/2/2006,Sridonchai Road -  Thailand,Homicide,Thailand
9857,7/20/2006,700 Moo 8 Phasali District -  Thailand,Vehicle Accident,Thailand
9858,8/2/2006,Bang Kor -  Thailand,Suicide,Thailand
9859,8/4/2006,Mak Keng -  Muang -  Udon -  Thailand,Suicide,Thailand
9860,9/2/2006,Bleft City Tower -  Thailand,Suicide,Thailand
9861,9/9/2006,Mae Rim Road -  Chiang Mai -  Thailand,Vehicle Accident,Thailand
9862,9/15/2006,Hat Yai -  Songkhla -  Thailand,Terrorist Action,Thailand
9863,9/29/2006,Chaing Mai -  Thailand,Homicide,Thailand
9864,11/2/2006,Udon Thani -  Thailand,Falling,Thailand
9865,11/5/2006,Thialand,Suicide,Thailand
9866,11/16/2006,Patttaya -  Thailand,Falling,Thailand
9867,11/25/2006,Hayachi Hill- Patak Road -  Phuket -  Thailand,Vehicle Accident,Thailand
9868,1/9/2007,Saraburi -  Thailand,Suicide,Thailand
9869,2/8/2007,Moo 1 -  Pak Tho -  Ratchaburi -  Thailand,Train Accident,Thailand
9870,3/30/2007,Maesai-chiang Saen Rd. -  Chiang Rai -  Thailand,Vehicle Accident,Thailand
9871,4/28/2007,69 Moo 2 -  Muang Chonburi -  Chonburi -  Thailand¬†,Vehicle Accident,Thailand
9872,5/1/2007,Bang Na-trad Road -  Racha Thewa -  Bang Plee -  Samut Krakan -  Thailand,Vehicle Accident,Thailand
9873,7/9/2007,Maesai-chiang Saen Road -  Chiang Rai -  Thailand,Vehicle Accident,Thailand
9874,7/19/2007,Ratchaburi -  Thailand,Homicide,Thailand
9875,8/4/2007,Vachara Road -  Krabi Yai Subdistrict -  Muang -  Thailand,Vehicle Accident,Thailand
9876,9/11/2007,Sangkhla Buri -  Kanchanaburi -  Thailand,Homicide,Thailand
9877,9/16/2007,Phuket International Airport -  Village 6 -  Maikhao Subdistrict -  Thalang -  Phuket -  Thailand,Air Accident,Thailand
9878,9/16/2007,Phuket International Airport -  Village 6 -  Maikhao Subdistrict -  Thalang -  Phuket -  Thailand,Air Accident,Thailand
9879,9/16/2007,Phuket International Airport - moo 6 -  Maikhao Subdistrict -  Phuket Thailand,Air Accident,Thailand
9880,9/16/2007,Village 6 -  Maikhao Subdistrict -  Phuket -  Thailand,Air Accident,Thailand
9881,9/16/2007,Village 6 -  Maikhao Subdistrict -  Thalang -  Phuket -  Thailand,Air Accident,Thailand
9882,9/16/2007,Village 6 -  Maikhao Subdistrict -  Thalang -  Phuket -  Thailand,Air Accident,Thailand
9883,9/30/2007,Sathon District -  Bangkok -  Thailand,Suicide,Thailand
9884,9/30/2007,Sathon District -  Bangkok -  Thailand,Suicide,Thailand
9885,10/2/2007,¬†bang Lamung -  Chonburi -  Thailand,Suicide,Thailand
9886,10/10/2007,Wattana District -  Bangkok -  Thailand,Suicide,Thailand
9887,10/10/2007,¬†ratchathewi -  Bangkok -  Thailand,Suicide,Thailand
9888,10/29/2007,Nakhon Pathom -  Thailand,Suicide,Thailand
9889,11/21/2007,Km1 Sattahip District -  Chonburi -  Thailand,Vehicle Accident,Thailand
9890,11/24/2007,Lamung -  Chonburi -  Thailand,Other Accident,Thailand
9891,12/3/2007,Bangkok Expressway -  Nonthaburi -  Bangkok -  Thailand,Vehicle Accident,Thailand
9892,1/14/2008,Bangkok -  Thailand,Suicide,Thailand
9893,2/26/2008,Parachuabkerekan -  Thailand,Other Accident,Thailand
9894,3/22/2008,Maichiang Mai -  Thailand,Execution,Thailand
9895,4/8/2008,Phuket -  Thailand,Suicide,Thailand
9896,4/18/2008,Pattaya Route 2 Road -  Nong Prue -  Chon Buri -  Thailand,Vehicle Accident,Thailand
9897,4/18/2008,Phitsanulok-uttaradit Road -  Moo 5t -  Phitsanulok -  Thailand,Vehicle Accident,Thailand
9898,5/19/2008,Phuket -  Thailand,Suicide,Thailand
9899,5/31/2008,Kanchanaburi -  Thailand,Other,Thailand
9900,6/6/2008,Bangkok -  Thailand,Other,Thailand
9901,6/15/2008,Bangkok -  Thailand,Homicide,Thailand
9902,7/16/2008,Bang Lamung -  Chonburi -  Thailand,Suicide,Thailand
9903,7/18/2008,Kratoo District -  Phuket -  Thailand,Homicide,Thailand
9904,9/18/2008,Suphan Buri -  Thailand,Vehicle Accident,Thailand
9905,9/23/2008,Muang Phuket -  Thailand,Drowning,Thailand
9906,10/10/2008,Muang -  Chiang Mai -  Thailand,Vehicle Accident,Thailand
9907,10/21/2008,Wattana -  Bangkok -  Thailand,Suicide,Thailand
9908,11/9/2008,Sukhothai -  Thailand,Other Accident,Thailand
9909,11/20/2008,Chonburi -  Thailand,Suicide,Thailand
9910,11/21/2008,Bang Lamung -  Chonburi -  Thailand,Vehicle Accident,Thailand
9911,1/16/2009,Bangkok -  Thailand,Maritime Accident,Thailand
9912,2/2/2009,Bangkok -  Thailand,Other Accident,Thailand
9913,3/12/2009,Meuang -  Kanjanaburi -  Thailand,Vehicle Accident,Thailand
9914,3/25/2009,Muang District -  Surin -  Thailand,Other Accident,Thailand
9915,4/13/2009,Pasri Charoen -  Bangkok -  Thailand,Suicide,Thailand
9916,5/22/2009,Bangkok -  Thailand,Suicide,Thailand
9917,6/19/2009,Pattaya -  Chon Buri -  Thailand,Suicide,Thailand
9918,7/19/2009,Koh Pangan District - Suratthani Province -  Thailand,Drowning,Thailand
9919,7/31/2009,Phrae -  Thailand,Suicide,Thailand
9920,8/3/2009,Muang District - Phuket -  Thailand,Suicide,Thailand
9921,8/4/2009,Muang - Phuket -  Thailand,Suicide,Thailand
9922,8/4/2009,Muang - Phuket -  Thailand,Suicide,Thailand
9923,8/18/2009, -  Thailand,Vehicle Accident,Thailand
9924,8/18/2009,Bang Lamung - Pattaya - Chonburi -  Thailand,Vehicle Accident,Thailand
9925,8/29/2009,Lamphun - Lamphun -  Thailand,Vehicle Accident,Thailand
9926,10/4/2009,Chumphon -  Thailand,Vehicle Accident,Thailand
9927,10/5/2009,Muang - Uttaradit -  Thailand,Vehicle Accident,Thailand
9928,10/15/2009,Chiang Mai -  Thailand - Chiang Mai - Chiang Mai -  Thailand,Other Accident,Thailand
9929,10/31/2009,Bang Kapi - Bangkok -  Thailand,Other Accident,Thailand
9930,10/31/2009,Muang Chiang Mai -  Thailand,Other Accident,Thailand
9931,11/7/2009,Muang  - Chiang Mai -  Thailand,Drowning,Thailand
9932,11/19/2009,Banglamung - Chon Buri -  Thailand,Suicide,Thailand
9933,11/23/2009,Chiang Mai -  Thailand,Other Accident,Thailand
9934,12/1/2009,Surat Thani -  Thailand,Vehicle Accident,Thailand
9935,1/27/2010,Klongtoey - Bangkok -  Thailand,Other Accident,Thailand
9936,2/5/2010,Rawai subdistrict - Muang - Phuket - Bangkok -  Thailand,Suicide,Thailand
9937,2/8/2010,Bangkok -  Thailand,Suicide,Thailand
9938,3/13/2010,Nakluea -  Bang Lamung - Chonburi -  Thailand,Vehicle Accident,Thailand
9939,3/18/2010,Chiang Mai - Chiang Mai -  Thailand,Drug Related,Thailand
9940,3/22/2010,Pa Phayom -   - Phatthalung -  Thailand,Vehicle Accident,Thailand
9941,4/8/2010,Hua Mark Subdistrict - Bangkok -  Thailand,Other Accident,Thailand
9942,4/16/2010,Muang - Udon Thani -  Thailand,Suicide,Thailand
9943,4/23/2010,Banglamung District - Chon Buri -  Thailand,Suicide,Thailand
9944,4/28/2010,Wang Thong Lang - Bangkok -  Thailand,Suicide,Thailand
9945,5/7/2010,A. Hangdong - Chiang Mai -  Thailand,Vehicle Accident,Thailand
9946,5/16/2010,Nakornsawan -  Thailand,Vehicle Accident,Thailand
9947,5/21/2010,Muang  - Kampaengphet -  Thailand,Vehicle Accident,Thailand
9948,6/11/2010,Muang - Kanchanaburi -  Thailand,Vehicle Accident,Thailand
9949,6/29/2010,Sattahip - Chonburi -  Thailand,Suicide,Thailand
9950,8/6/2010,Chiang Mai - Chiang Mai -  Thailand,Other Accident,Thailand
9951,8/14/2010, Rawai -  Muang - Phuket -  Thailand,Homicide,Thailand
9952,8/24/2010,Banglamung -  Chon Buri -  Thailand,Other Accident,Thailand
9953,8/28/2010,Bang Lamung -  Chonburi -  Thailand,Suicide,Thailand
9954,9/12/2010,Khlongtoei -  Bangkok -  Thailand,Suicide,Thailand
9955,9/14/2010,Bang Lamung -   Chonburi - Chonburi -  Thailand,Vehicle Accident,Thailand
9956,9/16/2010,Bangkok -  Thailand,Vehicle Accident,Thailand
9957,10/1/2010, Kao Samui District -  Surat Thani -  Thailand,Suicide,Thailand
9958,10/27/2010,Muang -  Phuket -  Thailand,Suicide,Thailand
9959,11/1/2010,Bang Lamung -  Chonburi -  Thailand,Other Accident,Thailand
9960,11/9/2010,Khlong Toei -  Bangkok -  Thailand,Suicide,Thailand
9961,11/21/2010,Pakchong -  Nakhon Ratchasrima -  Thailand,Vehicle Accident,Thailand
9962,12/3/2010, T. Umpang -  Tak -  Thailand,Vehicle Accident,Thailand
9963,12/5/2010,Changhan -  Roi Et -  Thailand,Vehicle Accident,Thailand
9964,12/28/2010,Bang Lamung -  Chonburi -  Thailand,Vehicle Accident,Thailand
9965,2/5/2011,Phromkhiri -  Nakhon Si Thammarat -  Thailand,Drowning,Thailand
