Index,Date,City,Cause of Death,Country
349,2/26/2008,Santa Catarina -  Brazil,Suicide,Brazil
350,4/21/2008,Salvador -  Bahia -  Brazil,Vehicle Accident,Brazil
351,5/7/2008,Caldas Novas -  Goias -  Brazil,Other Accident,Brazil
352,6/28/2008,Rio De Janeiro -  Rj -  Brazil,Homicide,Brazil
353,3/7/2003,Sofia -  Bulgaria,Homicide,Bulgaria
354,6/25/2003,Sveti Vlas -  Burgas -  Bulgaria,Vehicle Accident,Bulgaria
355,10/24/2004,Sofia -  Bulgaria,Homicide,Bulgaria
356,2/27/2005,Dolni Bogrov -  Sofia -  Bulgaria,Homicide,Bulgaria
357,9/15/2005,River Iskar -  Reselets Village -  Cherven Bryag Area -  Bulgaria,Drowning,Bulgaria
358,9/15/2005,River Iskar -  Reselets Village -  Cherven Bryag Area -  Bulgaria,Drowning,Bulgaria
359,12/27/2005,Sofia -  Bulgaria,Suicide,Bulgaria
360,12/27/2005,Sofia -  Bulgaria,Suicide,Bulgaria
361,8/30/2003,Cha Das Caldeiras -  Fogo -  Cape Verde,Other Accident,Caboverde
362,3/23/2004,Praia -  Cape Verde,Homicide,Caboverde
363,11/30/2005,Fogo -  Cape Verde,Suicide,Caboverde
364,11/18/2002,Phnom Penh -  Cambodia,Suicide,Cambodia
365,1/6/2003,Kampong Speu -  Cambodia,Other Accident,Cambodia
366,1/19/2003,Phnom Penh -  Cambodia,Drug Related,Cambodia
367,2/10/2003,Phnom Penh -  Cambodia,Other Accident,Cambodia
368,6/14/2003,Koh Kong Province -  Cambodia,Homicide,Cambodia
369,8/3/2003,Kampong Cham Province -  Cambodia,Vehicle Accident,Cambodia
370,9/12/2003,Sihanoukville -  Cambodia,Vehicle Accident,Cambodia
371,9/15/2003,Phnom Penh -  Cambodia,Drug Related,Cambodia
372,12/8/2003,Phnom Penh -  Cambodia,Homicide,Cambodia
373,2/25/2004,Kampot Province -  Cambodia,Vehicle Accident,Cambodia
374,3/8/2004,Kampong Thom Province -  Cambodia,Other Accident,Cambodia
375,6/4/2004,Kambol Commune -  Kandal Province -  Cambodia,Suicide,Cambodia
376,7/14/2004,Siem Reap Province -  Cambodia,Drowning,Cambodia
377,8/26/2004,Phnom Penh -  Cambodia,Other Accident,Cambodia
378,1/29/2005,Phnom Penh -  Cambodia,Drug Related,Cambodia
379,3/19/2005,Phnom Penh -  Cambodia,Other Accident,Cambodia
380,4/25/2006,Phoum Pichban -  Lach Commune -  Pursat Province -  Cambodia,Suicide,Cambodia
381,8/9/2006,Phnom Penh -  Cambodia,Drug Related,Cambodia
382,10/31/2006,Toul Kork-phnom Penh -  Cambodia,Suicide,Cambodia
383,12/16/2006,Dankor- Phnom Penh -  Cambodia,Suicide,Cambodia
384,8/9/2007,Bet Traing -  Prey Nup -  Sihanoukville,Vehicle Accident,Cambodia
385,8/21/2007,Sihanoukville -  Cambodia,Drug Related,Cambodia
386,8/31/2007,Phnom Penh -  Cambodia,Vehicle Accident,Cambodia
387,10/9/2007,Phnom Penh -  Cambodia,Drug Related,Cambodia
388,4/13/2008,Dangkor -  Phnom Penh,Vehicle Accident,Cambodia
389,12/4/2003,Cameroon,Other Accident,Cameroon
390,12/22/2003,Nkongsamba -  Cameroon,Vehicle Accident,Cameroon
391,5/5/2007, mbanga-pongo -  Douala -  Littoral,Air Accident,Cameroon
392,5/5/2007, mbanga-pongo -  Douala -  Littoral,Air Accident,Cameroon
393,12/24/2007,Bonaberi Road -  Doaula -  Cameroon,Vehicle Accident,Cameroon
394,12/25/2007,Littoral -  Cameroon,Vehicle Accident,Cameroon
395,11/24/2002,North Bay -  Ontario -  Canada,Disaster,Canada
396,11/25/2002,Mississauga -  Ontario -  Canada,Disaster,Canada
397,11/26/2002,Highway -  Lytton -  British Columbia -  Canada,Vehicle Accident,Canada
398,11/26/2002,Highway -  Lytton -  British Columbia -  Canada,Vehicle Accident,Canada
399,12/25/2002,Vancouver -  British Columbia -  Canada,Suicide,Canada
400,1/11/2003,Levis -  Quebec -  Canada,Vehicle Accident,Canada
401,1/20/2003,Selkirk Mountain Near Revelstoke -  British Columbia -  Canada,Other Accident,Canada
402,1/20/2003,Selkirk Mountain Near Revelstoke -  British Columbia -  Canada,Other Accident,Canada
403,1/20/2003,Selkirk Mountain Near Revelstoke -  British Columbia -  Canada,Other Accident,Canada
404,1/20/2003,Selkirk Mountain Range Near Revelstoke -  British Columbia -  Canada,Other Accident,Canada
405,3/15/2003,Lake Agnus -  Banff National Park -  Alberta -  Canada,Other Accident,Canada
406,3/17/2003,Kokanee Glacier Provincial Park -  British Columbia -  Canada,Disaster,Canada
407,3/17/2003,Kokanee Glacier Provincial Park -  British Columbia -  Canada,Disaster,Canada
408,5/16/2003,63 Miles Southeast Of Whitehorse -  Yukon Territory -  Canada,Vehicle Accident,Canada
409,5/17/2003,Ste Agathe Des Monts -  Quebec -  Canada,Drowning,Canada
410,5/19/2003,Watson Lake -  Yukon Territory -  Canada,Vehicle Accident,Canada
411,6/18/2003,2 Kilometers South East Of Nimpo Lake -  British Columbia -  Canada,Air Accident,Canada
412,6/18/2003,2 Kilometers South Of Nimpo Lake -  British Columbia -  Canada,Air Accident,Canada
413,6/18/2003,Kilo 1176.8 Alaska Highway Near Smart River -  British Columbia -  Canada,Vehicle Accident,Canada
414,6/27/2003,Tatshenshini River In The Yukon Territory -  Canada,Drowning,Canada
415,7/3/2003,Barnwell -  Alberta -  Canada,Other Accident,Canada
416,7/14/2003,Highway #1 -  1 Km. West Of Lake Louise -  Alberta -  Canada,Vehicle Accident,Canada
417,7/14/2003,Highway #1 -  1 Km. West Of Lake Louise -  Alberta -  Canada,Vehicle Accident,Canada
418,7/22/2003,Quartz Rd. In Whitehorse -  Yukon -  Canada,Vehicle Accident,Canada
419,7/26/2003,Km 1182 Of Alaska Highway -  British Columbia -  Canada,Vehicle Accident,Canada
420,7/31/2003,Rutherford River -  British Columbia -  Canada,Drowning,Canada
421,8/18/2003,Manuels -  Newfoundland -  Canada,Suicide,Canada
422,9/17/2003,St. Anicet -  Quebec -  Canada,Air Accident,Canada
423,1/4/2004,Salt Spring Island -  British Columbia -  Canada,Suicide,Canada
424,1/8/2004,Albert Canyon-revelstoke -  British Columbia -  Canada,Disaster,Canada
425,2/2/2004,Lady Bird Creek - 15 Km Nw Of Castlegar -  British Columbia -  Canada,Disaster,Canada
426,2/11/2004,St. Michel Des Saints -  Quebec -  Canada,Other Accident,Canada
427,2/13/2004,Mount Wilson -  Banff National Park -  Alberta -  Canada,Disaster,Canada
428,2/13/2004,Mount Wilson -  Banff National Park -  Alberta -  Canada,Disaster,Canada
429,2/13/2004,Mount Wilson -  Banff National Park -  Alberta -  Canada,Disaster,Canada
430,4/9/2004,Mount Vice President -  British Columbia -  Canada,Other Accident,Canada
431,4/11/2004,Saint-francois De Madawaska -  New Brunswick -  Canada,Homicide,Canada
432,4/19/2004,Montreal -  Quebec -  Canada,Suicide,Canada
433,5/20/2004,Fawcett Lake -  Kenora District East -  Ontario -  Canada,Air Accident,Canada
434,5/20/2004,Fawcett Lake -  Kenora District East -  Ontario -  Canada,Air Accident,Canada
435,5/20/2004,Fawcett Lake -  Kenora District East -  Ontario -  Canada,Air Accident,Canada
436,5/30/2004,Hwy 405 At Queenston - Lewiston Bridge -  Niagara Region -  Canada,Vehicle Accident,Canada
437,7/9/2004,Rocky Lake -  Manitoba -  Canada,Other Accident,Canada
438,9/3/2004,Seton General Hosptal -  Jasper -  Alberta -  Canada,Vehicle Accident,Canada
439,9/29/2004,Lorraine -  Quebec -  Canada,Homicide,Canada
440,9/29/2004,Lorraine -  Quebec -  Canada,Homicide,Canada
441,9/29/2004,Lorraine -  Quebec -  Canada,Suicide,Canada
442,11/5/2004,Halifax -  Nova Scotia -  Canada,Other Accident,Canada
443,1/24/2005,St. Georges -  Quebec -  Canada,Other Accident,Canada
444,2/2/2005,St Jean Sur Richelieu -  Quebec -  Canada,Vehicle Accident,Canada
445,2/9/2005,Edmonton -  Alberta -  Canada,Vehicle Accident,Canada
446,2/9/2005,Highway 28 Near Vilna -  Alberta -  Canada,Vehicle Accident,Canada
447,5/19/2005,Sam Fprd Fiord -  Nunavut Territory -  Canada,Other Accident,Canada
448,5/25/2005,Grouse Mountain -  North Vancouver -  British Columbia -  Canada,Other Accident,Canada
449,7/8/2005,Route 431 -  Tablelands Mountain Area -  Newfoundland -  Canada,Vehicle Accident,Canada
450,7/10/2005,Moose Jaw -  Saskatchewan -  Canada,Air Accident,Canada
451,7/18/2005,Invermere -  British Columbia -  Canada,Other Accident,Canada
452,7/31/2005,Chemin Du Lac Gerry -  Packington -  Quebec,Vehicle Accident,Canada
453,8/9/2005,Sundre -  Alberta -  Canada,Air Accident,Canada
454,8/23/2005,Laval -  Quebec -  Canada,Other Accident,Canada
455,8/23/2005,Laval -  Quebec -  Canada,Other Accident,Canada
456,9/14/2005,Nursey Lake Outpost -  Nursey Township -  Ontario -  Canada,Other Accident,Canada
457,9/14/2005,Nursey Lake Outpost -  Nursey Township -  Ontario -  Canada,Other Accident,Canada
458,9/14/2005,Nursey Lake Outpost -  Nursey Township -  Ontario -  Canada,Other Accident,Canada
459,10/1/2005,Montreal -  Quebec -  Canada,Vehicle Accident,Canada
460,10/23/2005,Whitchurch-stoufville -  Ontario -  Canada,Drug Related,Canada
461,12/4/2005,Blackcomb Mountain -  British Columbia -  Canada,Other Accident,Canada
462,4/24/2006,Ste. Foy -  Quebec -  Canada,Suicide,Canada
463,4/29/2006,Toronto -  Ontario -  Canada,Vehicle Accident,Canada
464,7/8/2006,Beddeck -  Nova Scotia -  Canada,Other Accident,Canada
465,7/27/2006,Wildwood -  Aberta -  Canada,Vehicle Accident,Canada
466,8/2/2006,Kitwanga -  British Columbia - canada,Vehicle Accident,Canada
467,8/14/2006,Kenora -  Ontario -  Canada,Drowning,Canada
468,11/4/2006,Halifax -  Nova Scotia -  Canada,Homicide,Canada
469,2/4/2007,Bell Island -  Newfoundland And Labrador -  Canada,Drowning,Canada
470,3/9/2007,Hall Mountain -  Revelstoke -  British Columbia,Other Accident,Canada
471,7/3/2007,North Bay -  Ontario -  Canada,Drowning,Canada
472,7/29/2007,Etobicoke -  Ontario -  Canada,Suicide,Canada
473,8/13/2007,Temiscamingue -  Quebec -  Canada,Drowning,Canada
474,9/23/2007,Calgary -  Alberta -  Canada,Homicide,Canada
475,11/25/2007,Caledon -  Ontario -  Canada,Vehicle Accident,Canada
476,12/9/2007,Vancouver -  British Columbia -  Canada,Suicide,Canada
477,12/12/2007,Montreal -  Quebec -  Canada,Vehicle Accident,Canada
478,5/7/2008,British Columbia -  Canada,Vehicle Accident,Canada
479,5/24/2008,Lake Manitou -  Ontario -  Canada,Drowning,Canada
480,2/23/2003,Grand Cayman -  Cayman Islands,Drowning,Cayman
481,2/23/2003,Salt Creek Dyke Road -  West Bay Road -  Grand Cayman -  Cayman Islands,Drowning,Cayman
482,11/11/2003,Georgetown -  Grand Cayman -  Cayman Islands,Drowning,Cayman
483,2/9/2004,Cayman Islands,Drowning,Cayman
484,3/3/2004,West Bay -  Cayman Islands,Drowning,Cayman
485,12/10/2004,Grand Cayman -  Cayman Islands,Vehicle Accident,Cayman
486,3/6/2005,Grand Cayman -  Cayman Islands,Vehicle Accident,Cayman
487,3/6/2005,Grand Cayman -  Cayman Islands,Vehicle Accident,Cayman
488,2/15/2006,George Town -  Grand Cayman -  Cayman Islands,Maritime Accident,Cayman
489,2/15/2006,George Town -  Grand Cayman -  Cayman Islands,Maritime Accident,Cayman
490,6/20/2006,George Town -  Grand Cayman -  Cayman Islands,Drowning,Cayman
491,6/20/2006,George Town -  Grand Cayman -  Cayman Islands,Drowning,Cayman
492,7/13/2006,Little Cayman -  Cayman Islands,Drowning,Cayman
493,7/19/2006,George Town -  Cayman Islands,Drowning,Cayman
494,9/27/2007,Grand Cayman -  Cayman Islands,Drowning,Cayman
495,1/29/2008,Grand Cayman -  Cayman Islands,Drowning,Cayman
496,2/3/2008,Negril -  Cayman Islands,Drug Related,Cayman
497,2/13/2008,Little Cayman -  Cayman Islands,Drowning,Cayman
498,10/7/2002,Gadjibian -  Chad,Vehicle Accident,Chad
499,4/10/2003,Santiago -  Chile,Homicide,Chile
500,5/11/2003,San Pedro De Atacama -  Chile,Vehicle Accident,Chile
501,8/20/2003,San Felipe -  Chile,Other Accident,Chile
502,1/28/2004,Manso River -  Llanada Grande -  Cochamo -  Chile,Drowning,Chile
503,9/28/2004,Santiago -  Chile,Suicide,Chile
504,2/18/2005,Torres Del Paine -  Chile,Other Accident,Chile
505,3/6/2006,Santiago -  Chile,Suicide,Chile
506,3/22/2006,Arica -  Chile,Vehicle Accident,Chile
507,4/7/2006,Quillota -  Chile,Drowning,Chile
508,4/16/2006,Valdivia -  Chile,Suicide,Chile
509,1/13/2007,El Canelo -  El Cajon Del Maipo -  Santiago -  Chile,Vehicle Accident,Chile
510,7/27/2007,Temuco -  Chile,Vehicle Accident,Chile
511,8/3/2007,Cerro La Campana Limache -  Chile,Other Accident,Chile
512,2/18/2008,Santiago -  Chile,Vehicle Accident,Chile
513,11/24/2002,Shanghai -  China,Other Accident,China
514,12/4/2002,Chongqing -  China,Vehicle Accident,China
515,12/31/2002,Zhaoqing City -  Guangdong -  China,Other Accident,China
516,3/29/2003,Cao Xi Bei Rd. Shanghai  - china,Other Accident,China
517,4/2/2003,Donghai Road -  Qingdao City -  China,Vehicle Accident,China
518,4/5/2003,Beijing -  China,Drug Related,China
519,7/4/2003,Xicheng -  Beijing -  China,Suicide,China
520,9/6/2003,Zigui County -  Hubei Province -  China,Disaster,China
521,9/14/2003,Chongqing -  China,Homicide,China
522,10/23/2003,Dulan County -  Qinghai Province -  China,Vehicle Accident,China
523,1/22/2004,Nanning City -  Guangxi -  China,Other Accident,China
524,5/1/2004,Dalian City -  China,Vehicle Accident,China
525,6/9/2004,Beijing -  China,Other Accident,China
526,6/13/2004,Shanghai -  China,Suicide,China
527,6/14/2004,Yang Jiang -  Guangdong -  China,Drowning,China
528,7/4/2004,Guangxi -  China,Vehicle Accident,China
529,7/15/2004,Sanmenxia City -  Henan Province -  China,Other Accident,China
530,7/21/2004,Hefei -  Anhui Province -  China,Suicide,China
531,7/24/2004,At 351 Km+700m Xi Cheng High Way To Wu Xi -  China,Vehicle Accident,China
532,7/24/2004,At 351 Km+700m Xi Cheng High Way To Wu Xi -  China,Vehicle Accident,China
533,8/5/2004,Huizhou -  Guangdong -  China,Other Accident,China
534,4/14/2005,Guangzhou City -  Guangdong Province -  China,Vehicle Accident,China
535,5/5/2005,Lanping Country -  Yunnan Province -  China,Vehicle Accident,China
536,5/9/2005,Ningde -  Fujian Province -  China,Vehicle Accident,China
537,9/23/2005,No. 80 Zhongguancun Donglu -  Beijing -  China,Other Accident,China
538,10/21/2005,Jiangsu -  China,Vehicle Accident,China
539,10/26/2005,Zhang Chang Highway -  Jiangxi -  Province -  China,Vehicle Accident,China
540,11/2/2005,Zhongshan City -  Guangdong Province -  China,Vehicle Accident,China
541,11/2/2005,Zhongshan City -  Guangdong Province -  China,Vehicle Accident,China
542,11/14/2005,Fenggang Town -  Guangdong Province -  China,Suicide,China
543,11/18/2005,Yueyang -  Hunan Province -  China,Suicide,China
544,12/23/2005,Beijing -  China,Drug Related,China
545,1/14/2006,Shenyang -  Liaoning Province -  China,Other Accident,China
546,1/24/2006,Beijing -  China,Drug Related,China
547,2/18/2006,Na Zhu Di Village -  Shang Pa Town -  Fugong County -  Nujiang Prefecture -  Yunnan -  China,Drowning,China
548,2/22/2006,Beijing -  China,Drug Related,China
549,2/28/2006,Beijing -  China,Homicide,China
550,3/1/2006,Xi’an -  Shaanxi -  China,Suicide,China
551,3/18/2006,Zhongshan -  Guangdong -  China,Other Accident,China
552,5/3/2006,Sanya -  Hainan -  China,Other Accident,China
553,5/23/2006,Beijing -  China,Suicide,China
554,6/27/2006,Beijing -  China,Vehicle Accident,China
555,7/25/2006,Shenzhen - guangdong -  China,Other Accident,China
556,10/3/2006,Harbin -  Heilonjiang -  China,Other Accident,China
557,10/7/2006,Shanghai -  China,Other Accident,China
558,10/7/2006,Shanghai -  China,Other Accident,China
559,10/30/2006,Shanghai -  China,Suicide,China
560,11/7/2006,Guangzhou City -  Guangdong Province -  China,Suicide,China
561,11/21/2006,Shanghai -  China,Other Accident,China
562,11/29/2006,Qingdao -  Shandong -  China,Other Accident,China
563,12/19/2006,Beijing -  China,Vehicle Accident,China
564,1/14/2007,Yuzhong District -  Chongqing -  China,Other Accident,China
565,1/25/2007,Guangzhou City -  Guangdong Province -  China,Homicide,China
566,3/3/2007,Hohhot -  Inner Mongolia,Vehicle Accident,China
567,3/12/2007,Binhai Xincun -  Tanggu -  Tianjin -  China,Drug Related,China
568,3/27/2007,Longsheng -  Guangxi -  China,Drowning,China
569,5/10/2007,Fang Zheng County -  Heilongjiang Province -  Harbin -  Heilongjiang,Vehicle Accident,China
570,5/12/2007,Jiangmen Section Of Fo-kai Express Way -  Jiangmen -  Guangdong,Vehicle Accident,China
571,5/30/2007,Jiaohe City -  Jiaohe -  Jilin -  China,Vehicle Accident,China
572,6/20/2007,Beijing -  China,Other Accident,China
573,7/9/2007,Changle -  Fujian -  China,Drowning,China
574,8/26/2007,Xier Town - mile County -  Yunnan -  China,Drowning,China
575,9/14/2007,Nie La -  Tibet -  Autonomous Region -  China,Other Accident,China
576,10/5/2007,Shenzhen -  Guangdong -  China,Suicide,China
577,10/29/2007,Qingnian Road -  Kunming -  Yunnan -  China,Vehicle Accident,China
578,11/9/2007,Beijing -  China,Drug Related,China
579,11/30/2007,Jing-zhu Expressway -  Baoding City -  Baoding -  Hebei -  China,Vehicle Accident,China
580,12/24/2007,Beijing -  China,Suicide,China
581,12/27/2007,Sun Bay -  Sanya -  Hainan -  China,Drowning,China
582,1/25/2008,Harbin -  Heilonjiang - china,Maritime Accident,China
583,3/21/2008,Shenyang -  Liaoning -  China,Suicide,China
584,3/28/2008,Beijing -  China,Disaster,China
585,3/29/2008,Sanya -  Hainan -  China,Other Accident,China
586,5/3/2008,Mawei District -  Fuzhou -  Fujian -  China,Vehicle Accident,China
587,5/28/2008,Lianjiang -  Fujian -  China,Vehicle Accident,China
588,5/29/2008,Beijing -  China,Homicide,China
589,11/17/2002,Firavitoba -  Vereda Alcaparral -  Colombia,Homicide,Colombia
590,12/13/2002,Finca La Pondorosa -  Vereda Montelargo -  Colombia,Homicide,Colombia
591,12/22/2002,Red Zone -  Totoro Cauca -  Colombia,Homicide,Colombia
592,1/9/2003,Cartago -  Valle -  Colombia,Homicide,Colombia
593,1/27/2003,Medellin -  Colombia,Homicide,Colombia
594,2/13/2003,Florencia -  Caqueta -  Colombia,Terrorist Action,Colombia
595,2/14/2003,Cali -  Colombia,Homicide,Colombia
596,3/25/2003,Cerro Del Sol -  Municipio De Paujil -  Caqueta -  Colombia,Air Accident,Colombia
597,3/25/2003,Cerro Del Sol -  Municipio De Paujil -  Caqueta -  Colombia,Air Accident,Colombia
598,3/25/2003,Cerro Del Sol -  Municipio De Paujil -  Caqueta -  Colombia,Air Accident,Colombia
599,4/7/2003,Tablon De Gomez Vereda Las Mesas -  Narino -  Colombia,Air Accident,Colombia
600,7/27/2003,Mirador De Antioquia -  San Jeronimo -  Colombia,Vehicle Accident,Colombia
601,7/29/2003,Alcala -  Colombia,Homicide,Colombia
602,8/5/2003,Bogota -  Colombia,Homicide,Colombia
603,8/17/2003,Sasaima -  Colombia,Homicide,Colombia
604,8/19/2003,Bogota -  Colombia,Homicide,Colombia
605,9/7/2003,Medellin -  Colombia,Vehicle Accident,Colombia
606,9/12/2003,Kilometro 84 Via Tulua -  Buga -  Colombia,Vehicle Accident,Colombia
607,9/22/2003,Soledad -  Colombia,Homicide,Colombia
608,10/8/2003,Risaralda Clinic -  Bogota -  Columbia,Unknown,Colombia
609,10/15/2003,Envigado -  Colombia,Homicide,Colombia
610,12/12/2003,Parque Principal De Usaquen -  Bogota -  Colombia,Vehicle Accident,Colombia
611,12/27/2003,Cali -  Colombia,Homicide,Colombia
612,1/6/2004,Clinica Rey David -  Cali -  Colombia,Homicide,Colombia
613,2/14/2004,Armenia -  Colombia,Homicide,Colombia
614,3/17/2004,Bogota -  Colombia,Vehicle Accident,Colombia
615,5/1/2004,Bogota -  Colombia,Homicide,Colombia
616,5/28/2004,Cali -  Colombia,Homicide,Colombia
617,5/28/2004,Cali -  Colombia,Homicide,Colombia
618,7/9/2004,Alvarado -  Tolima -  Colombia,Vehicle Accident,Colombia
619,7/9/2004,Alvarado -  Tolima -  Colombia,Vehicle Accident,Colombia
620,2/24/2005,Cali -  Colombia,Homicide,Colombia
621,3/26/2005,Bogota -  Colombia,Homicide,Colombia
622,4/12/2005,Clinica Bucaramanga -  Bucaramanga -  Colombia,Drug Related,Colombia
623,5/15/2005,Club Mesa De Yeguas -  La Mesa -  Cundinamarca -  Colombia,Drowning,Colombia
624,6/4/2005,Cali -  Colombia,Homicide,Colombia
625,6/6/2005,Medellin -  Colombia,Homicide,Colombia
626,7/17/2005,Clinica Nicolas De Federman -  Bogota -  Colombia,Vehicle Accident,Colombia
627,8/19/2005,Barranquilla -  Colombia,Homicide,Colombia
628,9/19/2005,Bogota -  Colombia,Homicide,Colombia
629,10/1/2005,Bucaramanga -  Colombia,Suicide,Colombia
630,10/23/2005,Sector Aeropuerto Las Torres -  Rionegro -  Colombia,Vehicle Accident,Colombia
631,12/24/2005,Cali -  Colombia,Air Accident,Colombia
632,12/24/2005,Zipaquira -  Colombia,Homicide,Colombia
633,2/4/2006,Armenia -  Quindio -  Colombia,Homicide,Colombia
634,3/3/2006,Santa Rosa De Cabal -  Colombia,Homicide,Colombia
635,7/2/2006,Medellin -  Colombia,Homicide,Colombia
636,7/15/2006,Medellin -  Colombia,Homicide,Colombia
637,7/20/2006,Bogota -  Colombia,Homicide,Colombia
638,9/5/2006,Barranquilla -  Colombia,Homicide,Colombia
639,2/17/2007,San Luis Antioquia -  Colombia,Vehicle Accident,Colombia
640,2/17/2007,San Luis Antioquia -  Colombia,Vehicle Accident,Colombia
